两 难,加木- 两 难,new,有个气,广东,恭喜
两 难,加木- 两 难,new,loyycabl,湖北,impossible
两 难,加木- 两 难,new,Yyyy4NN,广东,wife
两 难,加木- 两 难,new,这周一定放假,江西,demand
两 难,加木- 两 难,new,世上再无眷顾,湖北,太新鲜了[大笑]
两 难,加木- 两 难,new,桃小酱_,浙江,小众歌变大众歌了[开心]
两 难,加木- 两 难,new,海浪妙曼田鼠,山东,99
两 难,加木- 两 难,new,养什么杨,河南,"Miss
"
两 难,加木- 两 难,new,Ks-妳的欣,浙江,好
两 难,加木- 两 难,new,随缘yyan,新疆,一人一句歌词 接下去.
两 难,加木- 两 难,new,改辽北,河北,来了
两 难,加木- 两 难,new,耎软ouo,广东,一个人从家里出来工作没多久，又和家人吵架了。身无分文了， 一天多都没吃什么了，我能讨份吃的嘛...
两 难,加木- 两 难,new,Corpse漫舞TZZ,北京,我觉得这个好难唱
两 难,加木- 两 难,new,_麻--烦_,吉林,恭喜
两 难,加木- 两 难,new,_麻--烦_,吉林,接
两 难,加木- 两 难,new,_麻--烦_,吉林,恭喜
两 难,加木- 两 难,new,_麻--烦_,吉林,别伤心
两 难,加木- 两 难,new,_麻--烦_,吉林,生日快乐
两 难,加木- 两 难,new,_麻--烦_,吉林,calm
两 难,加木- 两 难,new,团团坐着小飞,湖南,"have
"
两 难,加木- 两 难,hot,大雾_BASS,内蒙古,鼓起勇气把霸凌我的人告了[可爱]
两 难,加木- 两 难,hot,暗天秋一一长安某,江西,女孩子要知道前途比感情重要
两 难,加木- 两 难,hot,苦心人_h,山西,你火了我怎么当小众姐了…
两 难,加木- 两 难,hot,SANKAWX,江苏,此时此刻，三年后的一位总裁赞了我一下
两 难,加木- 两 难,hot,-Escape_Q,广东,哥们儿，11w的债在今天还完了，还剩800，这是属于我自己的钱了，没啥别的事，只想把这个喜悦分享给你们，陪一根
两 难,加木- 两 难,hot,加木TRi,浙江,8月27日19：30-20：00我将空降评论区，想和我聊聊天的朋友到时不见不散
两 难,加木- 两 难,hot,荼荼小猫,江苏,“在读这句话的女孩子永远都被爱”
两 难,加木- 两 难,hot,做个疯子yu,河南,以前觉得小众的歌跟歌手不知不觉都上热歌第一了[多多捂脸]
两 难,加木- 两 难,hot,婉昭Yoyo,新西兰,“慢慢”两个字的鼓点简直爽死了啊啊啊谁懂
两 难,加木- 两 难,hot,Letzteres,河南,前奏一出来我就知道血型匹配上了
两 难,加木- 两 难,hot,樱满集y-,山西,高考还有9天，会赢的，对吗
两 难,加木- 两 难,hot,koaizy,广东,愿爸爸出警平安
两 难,加木- 两 难,hot,净中月,贵州,这里评论真吓人，无论几岁爱情都不该是你们生活的全部啊。人与人的生活节奏都不一样，有人3分钟泡面有人3小时煲汤，有人外卖已送达，有的人才刚切好蒜和肉。大家赶的时间不一样，慢慢会有人理解你的小情绪，慢慢理解你长大后的小心愿了解海边圆月。慢慢来的才是诚意，好戏都在烟火里。
两 难,加木- 两 难,hot,加木TRi,浙江,我都空降那么多首歌了 你个假粉丝
两 难,加木- 两 难,hot,灰色悲予,福建,在中国小众的都不能算小众
大城小爱,梓渝- 大城小爱,new,一波王炸2203,江苏,耳机里能突然放到@我是梓渝_ 《大城小爱》🔮 这样的声音能把想念变成面包香气🍞，飘在每一个赶路的黄昏里🌆
大城小爱,梓渝- 大城小爱,new,__claren__,江西,脑袋都是你
大城小爱,梓渝- 大城小爱,new,快餐店吹传统民谣,河南,好听爱听
大城小爱,梓渝- 大城小爱,new,eee瑶,安徽,"“你的微笑结束了疲倦”
是笑着唱的吧小宝[可爱]"
大城小爱,梓渝- 大城小爱,new,睡了吗哇,天津,好好听
大城小爱,梓渝- 大城小爱,new,Knock_Knock_7,河北,难听
大城小爱,梓渝- 大城小爱,new,迷醒岁月中的贫瘠未来,陕西,哇哇哇🌽🌽脑袋都是你🌽🌽心里都是你🌽🌽小小的爱在大城里只为你倾心🌽🌽宝宝特别好听🌽🌽期待宝宝首次唱作🌽🌽希望豹豹猫猫一直大城小爱，幸福永远🌽🌽
大城小爱,梓渝- 大城小爱,new,-小小渝,山东,🌽“脑袋都是你，心里都是你”💚💛定情神曲《大城小爱》一周年纪念日🥹是@我是梓渝_ 送给甜玉米🌽最好的礼物💝
大城小爱,梓渝- 大城小爱,new,与的她,江苏,好听
大城小爱,梓渝- 大城小爱,new,咸度虾,浙江,好听好听
大城小爱,梓渝- 大城小爱,new,此刻思绪结成冰,江西,"喜欢变成不甘 深情变成心酸.

短暂相遇不过是一场幻觉记忆.

能听我讲一大堆话的人 是世界上最好的人.

你说网络是虚拟的 那你和我也是吗.

泪水打湿了屏幕，我又想起曾经的誓言."
大城小爱,梓渝- 大城小爱,new,了了0928,河北,好听
大城小爱,梓渝- 大城小爱,new,沸沸190221,四川,？这话说的[汗]爱一个出轨的人很棒三观很正是吗
大城小爱,梓渝- 大城小爱,new,馬鹿屋,广东,梓渝音乐节加油！
大城小爱,梓渝- 大城小爱,new,你說今晚會下雪,广东,不用谢我知道我是个好人💋留评论嘛，顺手的事
大城小爱,梓渝- 大城小爱,new,那年冬天YTY,河南,。
大城小爱,梓渝- 大城小爱,new,陌然_1122,山西,梓渝宝宝，好好听🥰
大城小爱,梓渝- 大城小爱,new,风把思念带走,湖南,[微笑]
大城小爱,梓渝- 大城小爱,new,Cheryl-橘,安徽,这个夏天感谢有你
大城小爱,梓渝- 大城小爱,new,柠檬渝_zy,江苏,宝宝好好听[多多调皮]
大城小爱,梓渝- 大城小爱,hot,A_LuuL,上海,🌽“想多么简单就多么简单，是妈妈告诉我的哲理”💗每次唱起来就会找到调🌽🎹🎵除此之外还有那个独属于你们的绝无仅有的夏天🌽
大城小爱,梓渝- 大城小爱,hot,渡我ovo,湖北,🌽🌽梓渝甜度核爆无上限💥！笑眼弯弯融化西伯利亚寒流☀～人间维他命实至名归🍊🌽甜玉米为梓渝永驻春天！💛💚
大城小爱,梓渝- 大城小爱,hot,名取新一,安徽,💚一座城，一对爱人💛小小的爱在无锡留下的回忆是彼此倾心的证明 🌽请循环播放——🎶@我是梓渝_ 《大城小爱》🎶和栩渝回到24年相遇的夏天🌽
大城小爱,梓渝- 大城小爱,hot,洛绍子,广东,🌽“脑袋都是你，心里都是你”💚💛定情神曲《大城小爱》一周年纪念日🥹是@我是梓渝_ 送给甜玉米🌽最好的礼物💝
大城小爱,梓渝- 大城小爱,hot,海边的落日谱-_-,湖南,🌽“脑袋都是你，心里都是你”🎵 听《大城小爱》，满脑子都是对你的想念💚爱要大声讲@我是梓渝_  ，他的眼里有且只有你💛夕照在迎来一周年🌽
大城小爱,梓渝- 大城小爱,hot,极速小渝游啊游,海南,🎨画下最后的休止符🎵，旋律到此结束🎶，但梓渝在《大城小爱》中想要告诉YUNI的故事🔮，绝不就此终结✨——像未尽的星光🌌，像未完的书信✉️，会在时光里慢慢铺展。 🔮💜🔮💜🔮💜🔮💜🔮💜🔮💜 🔮💜🔮💜🔮
大城小爱,梓渝- 大城小爱,hot,毛毛爱吃糖糖,四川,🔵💙🔮梓渝𝙕𝙄𝙔𝙐大城小爱🔮💙🔵梓渝𝙕𝙄𝙔𝙐大城小爱🔵💙🔮梓渝𝙕𝙄𝙔𝙐大城小爱🔮💙🔵梓渝𝙕𝙄𝙔𝙐大城小爱🔵💙🔮梓渝𝙕𝙄𝙔𝙐大城小爱🔮💙🔵梓渝𝙕𝙄𝙔𝙐大城小爱🔵💙🔮梓渝𝙕𝙄𝙔𝙐大城小爱🔮💙🔵梓渝𝙕𝙄𝙔𝙐大城小爱🔵💙🔮梓渝𝙕𝙄𝙔𝙐大城小爱🔮💙🔵
大城小爱,梓渝- 大城小爱,hot,Tog_go,江苏,🔮梓渝🔮超好听🔮梓渝🔮超好听🔮梓渝🔮超好听🔮梓渝🔮超好听🔮梓渝🔮超好听🔮梓渝🔮超好听🔮梓渝🔮超好听🔮梓渝🔮超好听🔮梓渝🔮超好听🔮梓渝🔮超好听🔮梓渝🔮超好听🔮梓渝🔮超好听
大城小爱,梓渝- 大城小爱,hot,两篇诗z,辽宁,🌽“嘴里说的语言完全没有欺骗”也是🥺“我的眼睛从来都不会骗人”💚💛@我是梓渝_ 不要再说舍不得，因为他说“我们又不会分开”🌽曾经是，现在也是💚💛
大城小爱,梓渝- 大城小爱,hot,老网抑云了啊哈哈哈哈,山东,🌽“想多么简单就多么简单，是妈妈告诉我的哲理”💗每次唱起来就会找到调🌽🎹🎵除此之外还有那个独属于你们的绝无仅有的夏天🌽@我是梓渝_
大城小爱,梓渝- 大城小爱,hot,起不来_裳裳,江西,🌽一周年快乐🌽“脑袋都是你，心里都是你”💚💛定情神曲《大城小爱》，梓渝宝贝唱的真好听呀🥰🍋🐠
大城小爱,梓渝- 大城小爱,hot,Overfladiske,重庆,"💚一座城，一对爱人💛小小的爱在无锡留下的回忆是彼此倾心的证明 🌽请循环播放——🎶@我是梓渝_ 《大城小爱》🎶和栩渝回到24年相遇的夏天🌽
"
大城小爱,梓渝- 大城小爱,hot,居竹泛山雾_,广东,🌽当@我是梓渝_ 《大城小爱》播放时🎧💚好像找回了情窦初开的悸动，是一场特别的初恋💛只要他再唱这首歌找不调，耳边就只剩你的翻唱🌽
大城小爱,梓渝- 大城小爱,hot,白虞田,重庆,"感谢梓渝翻唱的大城小爱，好听！
YUNI对你一直都有大大的爱🔮在这大大的城市里只为你开心
YUNI对你一直都有大大的爱🔮在这大大的城市里只为你倾心
🔮梓渝的事业心起来了真的超级帅！！！
🔮梓渝未来一直走花路！！！
握紧双手勇敢向前🔮一起续写未来诗篇"
大城小爱,梓渝- 大城小爱,hot,林中欢雀,四川,🌽“想多么简单就多么简单，是妈妈告诉我的哲理”💗每次唱起来就会找到调🌽🎹🎵除此之外还有那个独属于你们的绝无仅有的夏天🌽
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,CFBDSIR21497,福建,八月听《寂寞寂寞不好》的人要一直幸福
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,告白泣不成声,广西,我发现你针对我好几期了
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,那就say拜,湖南,拼了命的耍存在 都是为了爱
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,倾心小琪,湖北,拼了命的刷存在 都是为了爱
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,田的小渝干_,河北,8月听《寂寞寂寞不好》的宝宝永远幸福快乐[哈哈]
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,Yistk,山东,接
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,逢你也逢春_i,福建,拼命的刷存在  都是为了爱
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,喻繁不烦n,海南,抱抱 宝宝
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,忧雨喵,四川,听
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,喻繁不烦n,海南,生日快乐
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,下y不打伞,山东,"拼命的刷存在
"
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,逢你也逢春_i,福建,宝宝抱抱你
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,谷什么雨,辽宁,我只是个爱你的笨蛋ovo
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,儿几分你一半,广东,8 月我恨你
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,谢谢你能坦诚,内蒙古,八月听《寂寞寂寞不好》的人永远幸福
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,可惜言辞拙劣,广东,8 月听«寂寞寂寞不好»的人永远幸福
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,小叶子眯眯,广东,"宝宝请你
→     两  指  往  中  间  拉         ←"
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,相逢又在冬季,河北,宝宝我也叫萱萱唉  萱萱天天开心
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,相逢又在冬季,河北,8月听《寂寞寂寞不好》能天天开心 找对的爱
寂寞寂寞不好,曹格- 寂寞寂寞不好,new,一页纸-yz,山西,抱抱 谢谢宝宝
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,uaRee1a6,山东,儿子用自己歌官宣了 老实了没[多多笑哭][多多笑哭]
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,柠檬酱女孩,新疆,我以为哪个烧男唱的，一看曹格。。。。
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,Serenitng,四川,这首歌好像是在暧昧期胡思乱想的歌🌚
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,这个抢手不太甜,黑龙江,像桃黑黑唱的
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,好困呀aa,广东,7月听《寂寞寂寞不好》的人永远幸福
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,汀2555,广东,天呐，这首歌也太适合曹格唱了吧这怎么做到又窝囊又暧昧又懦弱又委屈 黏糊糊的唱腔，好像芝士蛋包饭一样，太好听了，根本停不下来[流感][流感][流感][流感][流感]备胎王者诶
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,Ap0The0SiS,吉林,不是老弟！！！还往下翻呢，咱爸妈一定长命百岁
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,也-許-嘛LXD,山东,"宝宝请你
→     两  指  往  中  间  拉         ←"
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,纯情妹_IKO7,陕西,最喜欢拼了命的刷存在 都是为了爱这几句🥺
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,依恋化成云,四川,7月听《寂寞寂寞不好》的人永远幸福
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,LvyXeiaoJeow,辽宁,joe官宣的bgm来的🙋
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,律动的飧蕤不太动了,北京,bro每天和0个异性情感纠缠但仍然坚持听卑微苦情歌[流泪]
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,了以李_7313,河南,"都说词不好 但是这不就是喜欢一个人的状态吗
"
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,eoece,江西,喜欢听这种音乐的女生 具有较强的柔情和细腻的情感
寂寞寂寞不好,曹格- 寂寞寂寞不好,hot,小闪电_PNMh,贵州,这个歌词真的，我一个恋爱脑都觉得舔狗得一塌糊涂
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,RAIN_1v,吉林,很好听
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,孤舟放鹤-7,河南,带我一个
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,恨你无情呀,贵州,"我爱你 这句话熟悉吗

舍不得我掉眼泪的是你 让我掉眼泪的也是你

我不是傻 而你让我有了依赖感

你总说我不离开你 但先离开我的是你

在你骗我时 你的良心不会痛吗
"
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,想祎的风要吹到遂宁,广东,天天开心
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,能否回从前l,吉林,再爱我一次好不好.
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,能否回从前l,吉林,再爱我一次好不好.
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,霖苒_霖,河南,8月听罗生门的要永远幸福下去！！
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,小沐辰不聪明,重庆,天天开心
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,莞瑜a,云南,你到底有没有喜欢过我 哪怕那么一下.
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,骗子我飞起来给你124,四川,看我笔记，避雷骗子
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,莞瑜a,云南,天天开心
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,故里wf,河北,八月听完罗生门一定要开心
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,Agoin-爱,浙江,天天开心
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,颜汐年,江西,"你忘得好彻底曾经的我们是一场梦.

你的心好难读懂我根本看不透你.

如果睡觉可以逃避一切的话那我睡觉了

模糊又清晰 到底是时间不对还是我们无缘.

总把情绪藏起来挺累的.

喜欢你是真的怕配不上你也是真的.

挺后悔的那天晚上没有压着脾气说出了违心的话.

爱你大肆的笑声 也爱你如天气似多变的情绪"
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,故里wf,河北,天天开心
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,颜汐年,江西,"会记住我吗我这么平平无奇这么普通的人

次次都被抛弃你让我怎么去爱.

如果抛开一切我早该幸福了.

没人爱我阴郁的情绪只喜欢我开朗的情绪.

最害怕的是互相喜欢却在猜对方喜欢谁.

我与旧事告别开始拥抱新生活.

你是我梦中蝴蝶还未等春离就已破碎.

人变了誓言就如同废纸一般.

"
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,依多多,山东,天天开心
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,洋葱0348,江苏,还记得吗 我们第一次相遇在几月几日
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,颜汐年,江西,"情绪上头的那一刻   我们都忘了对方的好

晚安 我睡了没有靠山的日子太累了

你猜我那天为什么看着你的眼睛不说话.

看到我哭的时候有觉得对不起我吗

不喜欢我没关系别讨厌我就行

爱有痕迹 所以难忘.

我总拿笑容来掩饰自己的不开心 也总是装作坚强来掩盖自己的心事

"
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,new,颜汐年,江西,"心碎的无声无息你又怎么会注意到呢

你违背了誓言凭什么伤痛要我来承担

被爱就像中彩票但我总是谢谢惠顾

誓言经不起心理，我们也难回到曾经

如果精神分裂能有人爱我的话我愿意的

爱情  友情   双败  也是最想死的那年.

为你哭的还少吗你心疼过吗

有些事无法改变那就顺其自然吧

"
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,梨冻紧,,希望大家可以看到所有事物美好的一面，不管是生活、爱情、友情。
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,Wiz_H张子豪,,这个世界很大很复杂，希望你们就算看惯了世间的罗生门，对待感情还是可以保留那份真诚。
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,停在这一帧,,罗生门和陌生人太有感觉了 不知道为什么听到会心头一颤
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,ll77-Q-,,各位 我快释怀了 现在我有天天吃饭 没有熬夜 也没有晚上偷偷哭了 你知道吗 我熬过去了！！！
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,liygle,,“你只是念旧，不是要往回走”.
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,-星坠海-,,#科普一下#罗生门意思是当俩个人吵架闹矛盾时 当事双方各执一词 分别按照对自己有利的方式进行表述证明编织谎言 最终使得事实真相扑朔迷离 难以水落石出 俩个人都已自己为中心 从而忽略了别人的感受 导致俩个人最终渐行渐远 最终就像陌生人一样散场 这说明了人现在在爱情里的自私与贪得无厌 得不到满足
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,永远的纯爱-,江苏,我们看惯了学校的大铁门 变得好像坐牢人
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,懒得解释a,广东,又到了听罗生门的季节了
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,梨冻紧,,Where ever you go，i will always follow .
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,Pou-jy,,罗生门原为日语，后用来借指人世与地狱之界门，事实与假象之别。
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,iiiiiiiemo,,深情凭什么就是舔狗 规划未来有你为什么又是在画大饼
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,风间欲,江西,祝我能抗癌成功！
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,要不要太耀,内蒙古,"“爸，我恋爱了，对象是同班同学。”
“嗯，是个怎么样的人？”
“可爱，会脸红的优等生。”
“可以啊，好好待人家。”
“嘿，爸，您挺开明的呀，我待会还有约会，出门了。”
“早恋而已，我没那么古板。”爸爸收起手中的报纸喃喃自语道：“学校里的恋爱……真是怀念啊……。”
过了一会，爸爸猛地回头"
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,草莓仙儿X,,朋友以上 恋人以下是最舒服的暧昧关系
罗生门（Follow）,梨冻紧 / Wiz_H张子豪- 罗生门（Follow）,hot,許你早睡,广西,有钱的第1件事就是关掉妈妈5:30的闹钟
离开我的依赖,王艳薇- 离开我的依赖,new,秋与枫的誓约,江苏,1http:/$rUZRv215eba77c$【復淛整段文案并咑閞「网易云音乐」，领免费会员】 黑胶邀请官 秋***约 送你网易云音乐会员卡，领到的给我动态点个赞呗
离开我的依赖,王艳薇- 离开我的依赖,new,林容na,广东,火了火了
离开我的依赖,王艳薇- 离开我的依赖,new,常留意,北京,来了
离开我的依赖,王艳薇- 离开我的依赖,new,2Grown_12ovo,湖北,这个世界有人幸福就好
离开我的依赖,王艳薇- 离开我的依赖,new,又忆起旧时秋,广东,25年听《离开我的依赖》的人永远幸福
离开我的依赖,王艳薇- 离开我的依赖,new,-7iunky,陕西,火啦
离开我的依赖,王艳薇- 离开我的依赖,new,小晰tin,广东,2026年的我们还会是我们吗
离开我的依赖,王艳薇- 离开我的依赖,new,Mason迟,山东,来了
离开我的依赖,王艳薇- 离开我的依赖,new,五条平行线,内蒙古,原来爱是真的可以装出来的
离开我的依赖,王艳薇- 离开我的依赖,new,i7771i,湖南,"如果是真的，发码
"
离开我的依赖,王艳薇- 离开我的依赖,new,鱼头星星yu-,广东,Arthur 会有人爱你鼻梁上的痣 明亮的眼睛 柔软敏感的内心
离开我的依赖,王艳薇- 离开我的依赖,new,无所谓_VlIe,广东,我8.1的时候来啦
离开我的依赖,王艳薇- 离开我的依赖,new,casualscratch,广东,我可以给你发顿饭，好好生活，积极向上
离开我的依赖,王艳薇- 离开我的依赖,new,casualscratch,广东,爷爷他，因为雷柱继承人变成鬼，而切腹自尽赎罪啊[泪目][泪目]，切腹的过程，没人帮忙砍头，他可是要在流血的痛苦中，被反复折磨痛苦死去啊，爷爷他，可是为了你而死啊[泪目][泪目][泪目]
离开我的依赖,王艳薇- 离开我的依赖,new,武夷山向上紫鹃,中国,火了
离开我的依赖,王艳薇- 离开我的依赖,new,小巨蛋_m266,湖南,差点哭了
离开我的依赖,王艳薇- 离开我的依赖,new,送她那朵花,湖北,王婕进行曲
离开我的依赖,王艳薇- 离开我的依赖,new,爱是难圆的愿-_-,吉林,心爱的猫咪昨日下午不小心坠楼了 但没有发现血迹抓痕 在6楼掉下去了 没有找到 我只希望它还活着并且受的伤不重
离开我的依赖,王艳薇- 离开我的依赖,new,厌你流泪双眼,广东,来喽
离开我的依赖,王艳薇- 离开我的依赖,new,吟淇韵,贵州,想你了...
离开我的依赖,王艳薇- 离开我的依赖,hot,Rarno,重庆,相信这首歌一定会有大爆的时候
离开我的依赖,王艳薇- 离开我的依赖,hot,小韩要天天开心-,安徽,没有小众的歌，只有迟到的听众。
离开我的依赖,王艳薇- 离开我的依赖,hot,Matt_24,,越听到后面越有感觉，差点被开头劝退
离开我的依赖,王艳薇- 离开我的依赖,hot,却汝,山西,预测今年会火，火了踢一下！
离开我的依赖,王艳薇- 离开我的依赖,hot,Ap0The0SiS,吉林,不是老弟！！！还往下翻呢，咱爸妈一定长命百岁
离开我的依赖,王艳薇- 离开我的依赖,hot,无敌鲍龙神,上海,谁是从抖音过来的[狗头][狗头][狗头]
离开我的依赖,王艳薇- 离开我的依赖,hot,国家一级粉丝,,你大抵没那么痴情，只是被歌曲放大了情绪.
离开我的依赖,王艳薇- 离开我的依赖,hot,Misspao_,,被推荐到这首歌是有多幸运啊
离开我的依赖,王艳薇- 离开我的依赖,hot,睡这么久你是猪吧,江苏,三哥：不是我不想打了，是恋雪叫我回家了[流泪]
离开我的依赖,王艳薇- 离开我的依赖,hot,黄瞳少年,,有点吴青峰的味道……我的天
离开我的依赖,王艳薇- 离开我的依赖,hot,难止萌,广西,我尊重同性恋，理解抑郁症，看到别人穿孔我觉得超酷，我会给老人让座，也会和别人道歉和道谢，递剪刀我会习惯性把刀头朝自己，个子矮和朋友撑伞我也会努力抬高手避免朋友磕到伞，我性格耿直但也不会恶意中伤别人，虽然有些事情我不能理解但我也会尊重。纵使我不漂亮脾气还差但我也想成为一个善良的人。
